f0,f1,expected_raw
-2.2768932448330914,-1.1852076222069474,-0.8001193001121131
2.533327946904725,1.603347354134963,-0.8001193001121131
0.23656811462143726,1.5345690137821428,-0.8001193001121131
-0.2106598682734222,-0.10465788433518042,-0.8001193001121131
-2.379424581845215,2.161323580300845,-0.8001193001121131
2.0876276704055616,-0.3057413906025294,-0.8001193001121131
-1.493952538044969,0.30170366858790554,-0.8001193001121131
-0.24445008679699665,1.0423121101078232,-0.8001193001121131
0.7929600936566316,0.08219207833909604,-0.8001193001121131
0.06087510394097643,1.2045457581685475,-0.8001193001121131
-1.4326811157197379,0.09953454921297605,-0.8001193001121131
-0.9045833082831342,0.663024687987082,-0.8001193001121131
1.625196950165262,0.10857791977494949,-0.8001193001121131
-0.5297638992848055,0.5378517635969472,-0.8001193001121131
2.285087628994293,-1.0265829024977804,-0.8001193001121131
0.22742652183698023,-0.0767054379622779,-0.8001193001121131
-0.012835650525322363,0.0977327204638875,-0.8001193001121131
1.066825117898893,0.5013282031007329,-0.8001193001121131
0.7607730243906259,0.7217339299995824,-0.8001193001121131
0.9047125132662859,0.27271272423505605,-0.8001193001121131
1.0459167264118032,-0.97973609683337,-0.8001193001121131
-0.32649342419228006,0.1935536235978513,-0.8001193001121131
-2.108244290509129,-3.2576864154986285,-0.8001193001121131
0.5209369557919068,-1.118420425192107,-0.8001193001121131
0.24646474195231152,0.5090967076393,-0.8001193001121131
-0.8662551758238016,-0.4894837590294021,-0.8001193001121131
0.6946706779566854,-0.6258131307445478,-0.8001193001121131
0.530169565083255,-0.22258391182132536,-0.8001193001121131
0.49891675689539955,-0.019499326919916047,-0.8001193001121131
-0.4074950792204806,2.0385326865786593,-0.8001193001121131
1.0844499580778508,0.7566764546524306,-0.8001193001121131
-1.2181558009281575,1.4659348893169741,-0.8001193001121131
1.0531272993368979,-0.9977664681700652,-0.8001193001121131
0.42140947841833876,0.8857481912558545,-0.8001193001121131
