f0,f1,f2,expected_raw
-1.3713422902939292,0.3934378276590782,0.5221474468189703,-1.3825956744989534
-0.9221170007956887,-0.09333572449608796,0.5415452265177852,-1.2010855433266416
-0.38999071526409285,0.11330371932384606,-1.1431442018932363,-0.44195427907128476
-0.4778556723817989,1.7165948583812618,-1.6218102268787857,-1.6658540725660904
1.5297492359803286,0.4179756480228288,1.2866842397177791,0.9100163229414215
-1.5779735070606813,-0.431413616864938,0.2371799757716731,-0.9980388999723743
0.7231674331916798,-1.5859285636254028,0.6811521410166781,1.4193414116632912
1.2118903672878698,1.676958706331659,-0.5836983406175525,-0.42927954123185486
-0.8317372812655621,0.7281603073978294,0.40609578242427885,-1.1393170974639366
-0.24112469116024898,-1.0332099843617455,-0.3523931153022288,0.7022605828942821
-0.7101068780571561,0.2051177138250935,-0.5816792825308307,-0.8367853737428006
0.10220959931637025,0.08727647448056387,0.9000957130232706,-0.09374594787706012
-1.2455526404746913,0.38363160994533607,-1.4484130785768035,-1.3825956744989534
-0.6107887949286024,0.3637208689136647,-1.7450729033665382,-0.9958842914119266
0.14817485163622424,-0.9406693210315439,-0.4847850186403561,0.7083578946343596
-0.21763559589870188,-1.052556842428754,-0.419681107758299,0.5206654061162502
0.06749151737076044,1.228785600358133,0.12736734197805222,-1.1041585478959484
-0.4135988256974333,0.5177207738876233,-1.2822626524777558,-0.8772009869065389
-1.202886431806944,0.8705705043783938,-1.8494158464728476,-1.7019350517398286
0.09074020790881321,-0.09814059545958836,-0.20511100128490553,-0.015260274276033976
0.5372337997002021,0.0719193197143483,-0.5233986134678029,0.621107369491172
0.9854623536234803,-0.013353225501937512,0.7912323724190241,0.6781632309846843
0.2749628350755572,0.6903973910218252,-1.5688382457720667,-0.6099498473390284
0.12537771206261578,1.6249138150039353,0.16546871180038203,-1.2189837252747386
0.020591780297117085,-0.8240658803400256,-0.35976278120459565,0.6642550302496016
-0.09743549992825422,-1.0025363928805622,-1.6740787711956122,0.7083578946343596
-0.7586380977412746,0.8336185998675752,1.6819113277444975,-1.4586481890752967
-1.5963526892815596,-0.43313587551335814,0.5691692307192057,-0.9980388999723743
-0.21264969424202235,0.8735046261841621,1.2060784718165813,-1.0738771279855943
1.2210211526249022,-0.522904632170911,0.5368331575332795,1.5554902117261729
-0.46916135236081824,-2.6821921167703855,0.3460551903939972,0.9430804525644539
0.35137946088322886,-2.251047137626258,0.7774968893501325,1.2672476605498377
-0.19536586374231463,-1.8180738163878873,-0.2283205388686787,1.0747404948349824
0.8003872154381151,0.9881052240835874,-0.3992323781207203,-0.2641571259215865
-0.11695998174216744,-0.8563959563907301,0.7080794669966506,0.7083578946343596
-0.44642538805743515,-0.17375456030504483,0.795968554950173,-0.1880838837019712
1.5610459951859907,-0.540871704258773,2.0936606210803,1.608007249715352
0.15358264797950721,0.38310492418444847,0.5975389556861749,-0.39188141274273214
0.9865216268611331,-0.07411728089179037,-0.4672744612192756,0.6781632309846843
-1.2704797970375301,-0.367914930755749,-0.1518146163291173,-1.1042857711551362
0.1937555420095231,-0.620820828720171,1.1687298193627116,0.6642550302496016
-0.954909978513174,-0.3482393136301025,-2.566646361000207,-1.1235901459868969
-1.8613826147106094,1.4587722296842347,0.39878409045208,-1.7019350517398286
1.305849321640408,1.6927445352120276,0.9278138551440962,-0.3127233303539119
0.27611631316695223,-0.24307320961453086,-0.7986030073483281,0.4269783779270871
