raw,expected_prob
-8.91935378758835,0.0
-5.470674095299587,0.0
-5.469361215419559,0.005917159763313609
-5.075049787187729,0.005917159763313609
-5.075020766179515,0.016981132075471698
-4.313652179435999,0.016981132075471698
-4.310132728752958,0.02494802494802495
-3.850944940646402,0.02494802494802495
-3.849873820354706,0.02976190476190476
-3.709102787232556,0.02976190476190476
-3.708991700673447,0.03795066413662239
-3.3012977739569895,0.03795066413662239
-3.300355818477393,0.04861111111111111
-3.080846186069319,0.04861111111111111
-3.080255893156809,0.050505050505050504
-3.0034949247949405,0.050505050505050504
-3.0027755936395475,0.07692307692307693
-2.9771619375323937,0.07692307692307693
-2.9771418493117263,0.08163265306122448
-2.940939120031918,0.08163265306122448
-2.9406815124560413,0.1024390243902439
-2.8009057100309325,0.1024390243902439
-2.797896435054946,0.10583941605839416
-2.5759287392178516,0.10583941605839416
-2.5747793934175993,0.132890365448505
-2.341285248171026,0.132890365448505
-2.3409439817037687,0.14285714285714285
-2.307462160997277,0.14285714285714285
-2.307095247238758,0.15358931552587646
-1.768263867761373,0.15358931552587646
-1.768164256078315,0.16666666666666666
-1.761348945120558,0.16666666666666666
-1.7607938348428458,0.17647058823529413
-1.7025753103900119,0.17647058823529413
-1.7024876473669424,0.2
-1.6870948956585312,0.2
-1.685420710816101,0.21052631578947367
-1.6311982340594362,0.21052631578947367
-1.630655350918081,0.28975265017667845
-1.2441212202806198,0.28975265017667845
-1.2439074693589762,0.32432432432432434
-1.1386220551950386,0.32432432432432434
-1.1368034656257258,0.3333333333333333
-1.1099230178998318,0.3333333333333333
-1.1081903859848183,0.3684210526315789
-0.8743963262792697,0.3684210526315789
-0.869399047868271,0.38636363636363635
-0.7702791309140151,0.38636363636363635
-0.7636218030219697,0.4838709677419355
-0.7023334250101709,0.4838709677419355
-0.7020945291483932,0.5133333333333334
-0.17624448707545104,0.5133333333333334
-0.17165051102350126,0.6086956521739131
-0.09520177278250597,0.6086956521739131
-0.09324400011312572,0.6323529411764707
0.39975628906884997,0.6323529411764707
0.4024479387554256,0.7037037037037037
0.6676697501162472,0.7037037037037037
0.6786315042957194,0.7619047619047619
1.2168957385026988,0.7619047619047619
1.2332012114208697,1.0
2.4298904716977536,1.0
-7.1950139414439676,0.0
-5.470017655359573,0.0029585798816548032
-5.2722055013036435,0.005917159763313609
-5.0750352766836215,0.011449145919561959
-4.694336472807757,0.016981132075471698
-4.311892454094478,0.020964578511749328
-4.08053883469968,0.02494802494802495
-3.8504093805005537,0.027354964854965854
-3.779488303793631,0.02976190476190476
-3.709047243953002,0.03385628444924721
-3.5051447373152183,0.03795066413662239
-3.3008267962171915,0.043280887623864235
-3.1906010022733557,0.04861111111111111
-3.0805510396130638,0.04955808080808152
-3.0418754089758746,0.050505050505050504
-3.003135259217244,0.06371406371406371
-2.989968765585971,0.07692307692307693
-2.97715189342206,0.0792778649921507
-2.959040484671822,0.08163265306122448
-2.9408103162439794,0.09203583872575212
-2.870793611243487,0.1024390243902439
-2.7994010725429392,0.10413922022431903
-2.6869125871363986,0.10583941605839416
-2.5753540663177255,0.11936489075344958
-2.4580323207943127,0.132890365448505
-2.341114614937397,0.1378737541528304
-2.3242030713505226,0.14285714285714285
-2.3072787041180174,0.14822322919150965
-2.0376795575000655,0.15358931552587646
-1.7682140619198439,0.16012799109628614
-1.7647566005994366,0.16666666666666666
-1.7610713899817019,0.1715686274509804
-1.731684572616429,0.17647058823529413
