f0,f1,f2,f3,expected_raw
96.0,0.0,0.036895439127432365,2.0,1.1304223803759867
18.0,1.0,2.089544293268523,2.0,-0.44498527245057
nan,7.0,1.8975615966516526,1.0,0.8977521542626121
nan,4.0,-0.547212054487955,0.0,-1.2540166775733115
32.0,7.0,-1.4991720609750891,2.0,0.36436435812450874
nan,3.0,0.8184917388564928,2.0,0.16631679208763855
53.0,4.0,1.3190655045941135,0.0,-0.22113257546997872
10.0,4.0,0.9350402319286103,1.0,2.0149024312251096
59.0,4.0,2.2552594622162236,1.0,-1.0088290373046702
6.0,7.0,-1.112084869364585,2.0,-1.2294677944636763
88.0,1.0,0.7663122278287149,2.0,-0.7881261777567053
46.0,3.0,0.33512957604211774,1.0,0.35092377108548306
4.0,8.0,-0.06383956407110851,2.0,-0.7674675995427312
62.0,4.0,0.06559240727560843,2.0,-0.827372447829617
62.0,5.0,-0.9552637952240249,0.0,-1.8945138416907155
102.0,1.0,-1.0143381418180935,1.0,0.6098323865534726
64.0,7.0,1.973353244396783,0.0,-0.8581741177534096
71.0,0.0,1.2588790065602726,1.0,2.137539160998226
115.0,0.0,-1.8283661593577827,1.0,0.8689920481238427
72.0,nan,-0.7355525623971918,2.0,0.613090465295688
nan,0.0,0.5817060539564096,0.0,0.04207134711008478
20.0,2.0,-0.5550818285758596,0.0,-0.5435309870993544
65.0,5.0,-1.1297950683127878,1.0,0.76190657616268
63.0,5.0,0.47534877744241505,2.0,-1.165539274596702
4.0,6.0,-0.7401811432564472,0.0,-0.5290576594293492
0.0,2.0,-0.1706440379385819,2.0,-1.1722691369974432
74.0,8.0,-0.7482261039986774,2.0,0.396307377702504
46.0,6.0,0.365280570075807,1.0,0.16564431234631136
110.0,5.0,-0.31006578060743745,0.0,-1.4745172834168565
30.0,7.0,0.9940076772262639,0.0,1.2156060143746186
29.0,9.0,0.030862559380844364,1.0,0.2196858213244353
112.0,nan,0.1565350265442061,2.0,-0.9654482766483223
nan,1.0,0.7167405919844791,0.0,-0.7307800788184243
8.0,7.0,-0.11508083194705226,1.0,1.0946735645020158
112.0,9.0,0.04172411920046236,1.0,0.16397720800957996
106.0,9.0,0.7614996391570045,1.0,1.9274044969490112
64.0,7.0,-0.9484142151425163,1.0,-1.1235746468604992
43.0,5.0,0.22553996477913119,2.0,0.9593593490049057
nan,6.0,-1.6692198263223001,0.0,-1.2303181262641207
43.0,0.0,-0.2293286712858458,2.0,0.8064143971900907
47.0,5.0,0.4703996231809153,1.0,-0.3175064995521922
67.0,6.0,0.19259765264839213,0.0,1.9469946089152883
nan,9.0,-0.7464810737431727,0.0,-0.5350161696238219
54.0,7.0,-0.049346513246400575,1.0,1.230359821465127
77.0,5.0,1.2082137197221479,2.0,-0.534732435243977
7.0,2.0,-2.2104534226145605,0.0,-2.035079048097513
22.0,4.0,0.041749983088709954,0.0,-0.7867212863224956
77.0,7.0,-1.8445597267037928,2.0,-2.447343372602941
21.0,7.0,-0.24623179186623056,0.0,-0.6275287216406994
109.0,7.0,-1.832743160619916,1.0,-0.9355993815142906
34.0,5.0,1.1938292386636986,0.0,0.5095738073987367
17.0,7.0,-0.09364929041626666,0.0,0.8728851445997285
110.0,9.0,-0.05497540607270552,2.0,-0.06238649714740956
90.0,5.0,0.549188182005817,1.0,1.1797145709925465
25.0,nan,-0.017225508438967474,1.0,0.333715156578028
68.0,3.0,0.9845236429574309,1.0,1.034483838966461
93.0,2.0,-1.296876935076318,1.0,-0.7550067308529712
36.0,5.0,0.9792271676519455,0.0,0.8249929207143798
69.0,nan,0.7522823295263615,1.0,1.0472990849016846
nan,1.0,-2.864584144136143,1.0,-2.851415355274589
0.0,7.0,0.23013910036341448,0.0,-0.6669503161348771
11.0,8.0,-0.3995904132536736,0.0,-1.6983667485211378
106.0,9.0,0.34632058034437485,2.0,1.0857296339229199
109.0,9.0,0.035875497904599526,0.0,-1.0110538008842227
17.0,8.0,1.554034725583949,0.0,1.7253466562437112
116.0,7.0,-0.3697654053715615,2.0,-1.0290227868088198
105.0,4.0,1.5714005862292064,1.0,2.1763779713821108
77.0,3.0,-0.3846318754979421,2.0,-0.8135290300118461
67.0,4.0,-1.752389208481717,0.0,0.6548147427378676
nan,7.0,0.7191047326345265,0.0,-0.6701541122385118
nan,6.0,-1.181109383221086,1.0,-0.031645238442198076
18.0,6.0,0.7802590589469499,1.0,1.0314162998766074
69.0,nan,-2.146820267544439,0.0,-0.8231695614517571
67.0,7.0,-0.7706134933245685,2.0,0.2036007089486325
57.0,9.0,-0.2689189856679099,2.0,-0.005474041792968731
42.0,7.0,-0.5416873609166036,2.0,-0.7655876149976062
22.0,2.0,0.4052277364442901,1.0,0.10794919152999989
53.0,0.0,0.2752309787732517,0.0,-0.17488921933044904
6.0,4.0,-0.9423772981183458,2.0,-1.6444255483658872
16.0,8.0,0.5878482305063101,0.0,-0.003469967642261832
86.0,1.0,-0.839094137385284,2.0,0.6015719305437487
77.0,1.0,-0.2548290898296099,2.0,-1.1872532906451057
4.0,6.0,0.48976368295942285,2.0,-0.19761016276704244
63.0,5.0,-1.0981538268489752,0.0,-1.3324001127512861
67.0,3.0,0.01699406942765488,1.0,1.7117230774048957
nan,2.0,1.228291484902838,2.0,-0.2075756994301601
81.0,3.0,0.33191440671105954,1.0,2.2309237219663687
37.0,nan,-1.3043217430442975,2.0,-1.8994090506639252
29.0,nan,1.2313576713351013,1.0,1.0833061380951332
78.0,5.0,0.4469289277619412,1.0,1.1582902053805713
82.0,1.0,1.0564437502942141,1.0,-0.16819951372183417
nan,0.0,0.571813729183201,0.0,0.04207134711008478
nan,2.0,-0.41138054873005664,2.0,-0.7877983106645291
80.0,4.0,-0.18382894754377044,0.0,-0.7520145386678252
78.0,2.0,0.5755874042024673,0.0,1.2470485593164284
96.0,3.0,-0.2891489506709864,2.0,1.1083080425080696
66.0,9.0,0.11517630939880312,2.0,1.1578368721675645
72.0,5.0,0.7087868368869478,1.0,1.662990583150851
54.0,7.0,-0.9333876493980432,0.0,0.4478756134178924
6.0,6.0,-0.9484130820862368,1.0,-0.6565823560219518
78.0,9.0,0.5615561511434916,0.0,1.3878021091818467
74.0,nan,0.37688178812152096,1.0,0.8697214691870568
6.0,2.0,0.27467172930789496,0.0,-1.598601960323525
108.0,5.0,-0.5277044159414964,2.0,-0.767293669920491
106.0,nan,1.6945092824910999,0.0,1.8447178931466357
nan,3.0,-0.12567724917894157,1.0,0.266184671045455
40.0,2.0,-0.6193648834700661,0.0,-0.7829512191501674
nan,9.0,-1.1826014538472462,2.0,-0.6162380579788184
90.0,5.0,1.6119631248514408,2.0,1.9585582916290825
92.0,6.0,-1.5132263887004063,2.0,-2.3270675050019456
59.0,nan,0.1746383300743087,0.0,-1.2571305579758763
88.0,9.0,0.9388086300899523,1.0,0.08740279720323732
32.0,0.0,-0.3485574578256114,0.0,1.463942450956656
59.0,6.0,-1.8923804405682974,2.0,-2.6028428108191375
101.0,0.0,-0.17217875519577666,1.0,2.2670789416552326
23.0,9.0,-0.12245949981016956,0.0,1.106245821796728
nan,1.0,-0.9548240747235598,2.0,-1.1122493406093288
21.0,0.0,-0.7528969344948225,0.0,-0.9433731249163717
nan,nan,-0.8017260803394155,1.0,-0.5617917306532989
1.0,2.0,-2.4651638791778905,2.0,-3.05092717804996
106.0,nan,-1.2069014279468,2.0,0.012396360746552343
119.0,9.0,1.1533565631133953,1.0,2.2013263358857196
102.0,nan,-1.7540350682925443,2.0,-0.19438719172029806
11.0,1.0,0.006453043719493531,0.0,-1.4361550852269807
98.0,5.0,-0.30157282101988336,2.0,0.2891546872482405
12.0,5.0,-0.05152868824448969,0.0,-1.5377609704567814
83.0,2.0,1.591522656363972,2.0,-0.6299221160138886
72.0,3.0,0.1289868439865788,0.0,1.2524791358448062
75.0,8.0,0.18571962508068837,1.0,-0.4147972414004822
97.0,2.0,0.4132835496167263,2.0,-1.3037609869513516
60.0,8.0,-0.9738759642540693,1.0,-0.3621342007199783
98.0,9.0,-0.8282566985291671,1.0,2.3274483879113212
42.0,4.0,0.46493279015257943,1.0,0.0725591019875546
36.0,nan,-0.2016275966448847,0.0,1.082274328684106
22.0,8.0,-0.9446628918512284,2.0,-1.3984221781880046
84.0,0.0,-0.9793810704674222,2.0,-0.5423124158194629
104.0,5.0,-0.6037109130516428,1.0,-0.7919003386681038
5.0,6.0,-0.9337170311866491,1.0,0.08641436069096815
70.0,5.0,0.28370794156468027,2.0,-1.0360052712355183
34.0,6.0,3.6113623604103706,0.0,2.2389882152666374
21.0,nan,0.46880768867572314,2.0,-0.5391574301624719
46.0,nan,1.3089826105975746,0.0,-0.39684572283631203
96.0,6.0,0.7941979645404583,2.0,0.913949890780512
97.0,6.0,0.6116822917701352,0.0,-0.5106546904942438
94.0,8.0,0.6939436721192404,2.0,-0.68721994271792
91.0,6.0,0.6070438111583978,1.0,2.4164387723072
63.0,5.0,0.14563185516340857,2.0,-1.2480450281056172
20.0,5.0,0.7724941521367472,2.0,-0.3737908300502316
63.0,2.0,-0.615237804182215,1.0,-0.5221879820038164
18.0,nan,1.0281156446476212,0.0,-0.3077093835687359
52.0,nan,-0.7049212278512856,1.0,0.07534692570226117
118.0,7.0,-0.3079008236303113,1.0,1.4561432972187849
100.0,7.0,-0.344851108515887,0.0,-1.4158255683741872
76.0,3.0,0.7852356841720121,2.0,1.4320949257835143
44.0,3.0,0.04925512329956705,2.0,-0.6673411302137982
70.0,1.0,-0.10444560182242497,0.0,-1.201152787788514
23.0,nan,-1.1270623131474657,0.0,0.8510993402777032
nan,nan,-0.21526150501112631,0.0,-1.1069917631525008
100.0,9.0,1.6929844963838057,2.0,0.22695149765561998
37.0,1.0,-0.09598973458023874,1.0,-0.3461120641990457
21.0,1.0,0.057690984704223604,1.0,-0.645302585737764
nan,7.0,1.2603068826346264,1.0,0.5414603364514492
nan,7.0,-0.6258685178296025,1.0,-0.44866697741845724
48.0,7.0,-0.33987306179125254,0.0,-1.0121126080064655
104.0,nan,1.7100692154341752,0.0,0.18211028182666875
35.0,7.0,-1.2611439379244613,2.0,-0.7788129240396975
73.0,8.0,-0.39591942584342105,2.0,-1.6564570805634458
0.0,nan,-0.8059580001194142,0.0,-1.4694628359717246
60.0,9.0,-1.0865019748796692,0.0,-0.8878218776326015
75.0,5.0,-0.5197336320247249,0.0,-1.1395485626519095
3.0,2.0,-2.050886603899212,0.0,-1.8970911082487405
53.0,1.0,-1.2849141513388713,0.0,-1.0865169902370688
102.0,8.0,0.4874341308385245,0.0,1.1060619208507507
113.0,5.0,1.242833690662058,1.0,-0.31207737064724833
96.0,5.0,-0.4455882613115305,1.0,1.4185725060700305
90.0,9.0,0.6444162421546968,2.0,1.147100079812124
81.0,1.0,-1.515471596186334,1.0,0.22226547002427885
0.0,8.0,-0.2256855612352955,1.0,-0.6420824275549173
21.0,9.0,-0.4368427193541811,2.0,-1.1436705246268704
44.0,9.0,-1.0474185794982567,1.0,0.17795817827593813
9.0,2.0,0.04306100167455402,2.0,-1.0432905864213873
116.0,9.0,-0.8939093058373285,0.0,-0.3486676192051933
nan,1.0,0.17887061279192434,2.0,-0.9352971953882822
65.0,9.0,0.5162190437946421,2.0,1.2397313959753093
57.0,6.0,0.5996613425691677,1.0,0.9590579505394882
119.0,7.0,-3.2050677337527325,1.0,-1.5899140735140518
61.0,0.0,1.2273548931762392,0.0,0.0774723952929625
91.0,7.0,-1.4194858150238117,2.0,1.1841823023703206
8.0,9.0,-1.0661829516743617,0.0,0.2701130778145538
49.0,nan,-1.182089591165631,2.0,0.15659034616339035
97.0,5.0,-0.6626437096250108,0.0,-1.9442063553882196
13.0,6.0,-0.19827463198390843,2.0,1.21736829202487
13.0,6.0,1.6114020327059861,2.0,2.5002664801209042
86.0,8.0,-0.5994368368776806,2.0,0.2644258538891273
30.0,4.0,-0.4181243904121183,1.0,1.3537502123672869
71.0,4.0,-0.37879482331420167,2.0,0.3405917099227606
91.0,4.0,-0.5924192243046424,2.0,0.762230968824238
46.0,1.0,0.3525954683205061,0.0,-0.8228602079438696
115.0,0.0,0.7289399376509268,1.0,2.112415590147954
108.0,0.0,1.1040582395476404,0.0,0.13068408079749932
16.0,3.0,0.8560791353288832,2.0,0.6547377779244118
3.0,5.0,-0.3613111047825282,1.0,-0.7520805740524306
34.0,8.0,2.3066757209371342,2.0,0.9071284153399412
44.0,nan,-2.19621166489388,0.0,-2.350922721873998
109.0,0.0,-1.0309398489972519,1.0,0.4360552976200865
67.0,5.0,-1.0552375898897424,1.0,0.23563341901877213
2.0,1.0,0.11666442189672442,2.0,-0.8510121184065951
18.0,3.0,-1.4651022856527556,1.0,-0.20794374243905636
36.0,0.0,-0.6203598678012315,0.0,0.8626402488743969
nan,2.0,0.3622412648059092,0.0,-0.936144903729907
75.0,nan,-0.1388335790926663,0.0,-0.8562694703703596
85.0,nan,0.22994761146047032,0.0,-0.8792798118346833
100.0,7.0,1.2190059947528598,1.0,0.6492624593550709
nan,5.0,-0.0020247057382641446,0.0,-1.0490349408859376
nan,3.0,-0.2368927736020892,1.0,0.3586030043525423
22.0,nan,0.8941991807555534,1.0,0.9472064140323194
17.0,nan,0.15390570462858788,0.0,0.7664041477996804
23.0,0.0,-0.230528081887411,1.0,1.4835259560844138
59.0,7.0,-0.11696523459882706,1.0,-0.28885158871910427
48.0,1.0,0.4398525824049994,1.0,0.40112387987601134
32.0,8.0,0.6573849978317297,1.0,1.3711013259070441
27.0,2.0,-1.362445145180158,0.0,-1.3502765212314292
73.0,8.0,1.5241884477237029,0.0,-0.3000074717691675
4.0,8.0,-0.0991856042720173,1.0,-0.35392276472279477
nan,1.0,-0.5449395176637919,1.0,-0.714483578735391
92.0,0.0,-0.6214991493854405,2.0,-1.0019341391530827
80.0,1.0,1.4954113614980458,1.0,-1.27450852264545
nan,7.0,1.625273577762416,0.0,0.06996575919605612
86.0,0.0,-0.10260865575041339,1.0,1.2656382495648755
4.0,0.0,0.43882159853620145,0.0,-0.11978311909833071
35.0,5.0,1.8196871200083398,1.0,0.7507635640687724
0.0,9.0,0.07215682305108792,2.0,0.036902312431684035
52.0,1.0,0.796573982766268,0.0,-1.0050974684336982
44.0,5.0,1.8171308635477956,0.0,-0.3477839546822757
26.0,7.0,-1.7637631505671185,1.0,-2.479039542558145
83.0,6.0,0.603046497732881,1.0,0.9848739557818798
116.0,1.0,1.2051258387173376,1.0,-0.08109182760162469
79.0,nan,1.502169504035509,2.0,-0.1649700367354318
72.0,1.0,0.44634569225296017,2.0,1.4229550829769457
62.0,1.0,0.05403467598203997,1.0,-0.7903025496645941
34.0,1.0,0.2885918661055938,2.0,-0.8013700960205697
31.0,1.0,1.0219883669827396,0.0,-0.1264042830507075
nan,2.0,0.12738765493546833,0.0,-0.9934465449718206
19.0,4.0,-0.1790982828253187,2.0,-0.09743749732204904
nan,3.0,0.29882544187250637,1.0,0.2853962239919752
34.0,3.0,0.4634979772289635,1.0,0.29366536823798395
106.0,3.0,1.9436365480914206,0.0,2.920437605533918
39.0,3.0,0.5085888105832957,0.0,1.3039752375896154
80.0,6.0,0.260741253612733,2.0,-0.4223525163038573
1.0,3.0,-0.3721604936129309,1.0,0.6196649356693842
68.0,4.0,-0.6197358197074807,1.0,0.24085920481888953
104.0,9.0,-1.089755404558825,1.0,0.4717854574378849
10.0,9.0,0.17988540778195125,1.0,1.7676694376709714
113.0,8.0,-0.3503911779460354,2.0,-1.8970698210947838
46.0,3.0,-1.6954526074296257,1.0,-1.1133120219351154
58.0,6.0,0.653724218503214,0.0,1.0035097089086396
106.0,3.0,0.8944677484898752,1.0,2.3665820820070556
73.0,8.0,-1.423459722478462,2.0,-1.371095374172056
116.0,5.0,0.45776691187427193,2.0,-1.0404626113846618
98.0,0.0,1.854711915862561,2.0,3.0045277598598266
6.0,3.0,-1.797497814355173,1.0,-2.0381797566065423
31.0,2.0,-0.6759886385014942,1.0,-1.0397849233353347
70.0,3.0,-0.7336040156191334,1.0,-0.7562058258568614
40.0,nan,-1.7434078505272397,0.0,-1.1370993924844344
8.0,nan,1.5070458363142938,0.0,1.0173311334239294
18.0,0.0,-0.44890590571994876,1.0,0.13507996191793262
